Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MZ,XX,1,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,205,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZM,,33,ivory carvings,,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,39,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,11,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,23,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,73,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,XX,ZW,,,3,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,104,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,40,ivory carvings,,,C
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,134,ivory carvings,,,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,100,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,MW,,,21,ivory carvings,,P,W
1992,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,LU,ZA,,2,,ivory carvings,,P,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZW,,,2,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,3,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,2,30,ivory carvings,,P,O
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,4,ivory carvings,,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,10,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CD,,63.3,,ivory carvings,kg,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CD,,,63,ivory carvings,kg,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CD,,,3,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,,8,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BG,ZW,,,13,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,2,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,,7,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CI,ZW,,,8,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,MW,,,2,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CO,ZW,,,38,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CY,ZW,,,7,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,,2,ivory carvings,,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,,24,ivory pieces,,P,O
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,12,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,ZW,,,8,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,EG,MW,,,47,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,EG,MW,,,2,ivory carvings,,T,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,EG,ZW,,,14,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,CF,,35,,ivory pieces,kg,T,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,37,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FI,ZW,,,2,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,3,,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,,74,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,,21,ivory carvings,,T,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,23,,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,KE,MW,11,,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CM,,,31,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,MZ,,4,ivory carvings,,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,1,,ivory carvings,,P,O
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,134,,ivory carvings,,T,O
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,1,ivory carvings,,P,O
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,2,ivory carvings,,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,2,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,16,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,MW,,,2,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,ZW,,,8,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,KE,,,2,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,,2,ivory carvings,,H,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,,5,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,,,55,ivory carvings,,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZW,,,54,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZW,,,7,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,ZW,,,20,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KP,MW,,,2,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,CM,,,58,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LK,MW,,,2,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LS,ZW,,,3,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,ZW,,,3,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZW,,,1,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MZ,ZW,,,8,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,ZW,,,5,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NG,CM,,,2,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NG,ZW,,,4,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZW,,,3,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,ZW,,,2,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,XX,18,,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,24,ivory carvings,,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,3,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,,6,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PK,KE,,,8,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZW,,,1,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZW,,,8,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RO,ZW,,,6,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,ZW,,,1,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SY,ZW,,,2,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TZ,ZW,,,13,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BW,,3,,ivory carvings,,T,O
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,XX,13,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,XX,20,,ivory carvings,,,U
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,345,,ivory carvings,,T,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,7,,ivory carvings,,,U
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,,6,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,1,,ivory carvings,,T,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,2,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,XX,6,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,XX,1,,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,,4,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MW,,29,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,TD,,14,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,9,,ivory carvings,,T,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,9,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,1,,ivory carvings,,,U
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,14,ivory carvings,,P,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,ivory carvings,,T,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,25,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,XX,11,,ivory carvings,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,1,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,3,,ivory carvings,,T,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,30,,ivory carvings,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,33,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,61,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,26,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZM,ZW,,,4,ivory carvings,,,
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,MW,,,20,ivory carvings,,P,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,ZA,ZW,,2,ivory carvings,,P,
1993,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CM,XX,10,,ivory carvings,,,I
1993,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,XX,1,,ivory carvings,,,I
1993,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZM,XX,1,,ivory carvings,,T,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,,30,ivory carvings,,P,
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,30,,ivory carvings,,P,O
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,15,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,1,,ivory carvings,sets,P,O
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BD,ZW,,,2,ivory carvings,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CG,MW,,,1,ivory carvings,sets,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CM,XX,3,,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,,7,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DO,ZW,,,6,ivory carvings,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,MZ,,,2,ivory carvings,,P,
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,MZ,,1,,ivory pieces,,P,O
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,,106,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,89,,ivory carvings,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,MW,,3,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MW,,,2,ivory carvings,sets,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MW,,,2,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,8,,ivory carvings,,T,O
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,1,ivory carvings,,T,O
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,6,ivory carvings,,,O
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,CM,,7,5,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,ZW,,,10,ivory carvings,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IE,MW,,,22,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,,7,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,MW,,,1,ivory carvings,sets,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MT,MW,,,20,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,9,8,ivory carvings,,P,O
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,7,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,,2,ivory carvings,,,
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,350,,ivory carvings,g,P,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,26,,ivory carvings,kg,P,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,CD,,11,,ivory carvings,,P,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,,2,ivory carvings,,P,
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZA,,4,,ivory carvings,,P,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZA,,3,,ivory carvings,,T,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZW,,2,,ivory carvings,,P,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SA,CM,,,2,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,MW,,,23,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BW,,,4,ivory carvings,,P,
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BW,,5,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,XX,6,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,44,,ivory carvings,,T,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,3,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CF,XX,1,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,XX,2,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,42,,ivory carvings,,T,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,10,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,5,,ivory carvings,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MW,XX,6,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,12,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,2,,ivory carvings,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,8,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,35,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,XX,4,,ivory carvings,,T,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,19,,ivory carvings,,T,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,10,,ivory carvings,,,I
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,3,,ivory carvings,,,U
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,92,ivory carvings,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,,2,ivory carvings,,P,
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,14.5,ivory carvings,kg,T,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,1,ivory carvings,sets,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,41,ivory carvings,,P,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,340,ivory carvings,,T,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,25,ivory carvings,kg,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,4,ivory carvings,,,W
1994,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,KE,,57,,ivory carvings,,,I
1994,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KE,,2,,ivory carvings,,,I
1994,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MZ,XX,3,,ivory carvings,,,U
1994,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,XX,1,,ivory carvings,,T,I
1994,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,,2,,ivory carvings,,,I
1994,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZW,,10,,ivory carvings,,,I
1994,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,ZA,IN,,1,ivory carvings,,P,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,1,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,KE,XX,2,,ivory carvings,,P,O
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,KE,,,2,ivory carvings,,P,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,5,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,2,ivory pieces,,,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BG,ZW,,,6,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BH,ZW,,,3,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,ZA,,,3,ivory carvings,,T,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,ZW,,,4,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,18,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,ZM,,10,ivory carvings,,P,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,1,ivory carvings,,P,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,1,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,,1,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,ZW,,,17,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,XX,1,,ivory carvings,,P,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,,1,ivory carvings,sets,P,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,1,,ivory carvings,,P,O
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,6,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,14,ivory pieces,,,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,MW,,,33,ivory carvings,,P,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,3,ivory carvings,,,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,21,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,2,ivory pieces,,,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FI,ZW,,,6,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,7,,ivory carvings,,,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,,52,ivory carvings,,P,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,96,,ivory carvings,,,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZW,,,8,ivory carvings,,,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MW,,,2,ivory carvings,,P,W
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,1,ivory carvings,sets,P,
1994,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,4,ivory carvings,,P,
